SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z,Status
3366532,0.877444,-0.037379,-0.005852,0.478185,-0.101909,0.074692,-0.008344,-0.009449,-0.004032,-0.004248,0
3383198,0.877448,-0.037356,-0.005864,0.478178,-0.020439,-0.056072,0.006278,-0.008473,-0.006144,-0.005410,0
3399864,0.877453,-0.037333,-0.005876,0.478171,0.078756,-0.076617,-0.018137,-0.008585,-0.004714,-0.002964,0
3416530,0.877458,-0.037312,-0.005888,0.478163,-0.011466,0.011738,-0.029594,-0.007439,-0.005794,-0.000465,0
3433196,0.877463,-0.037291,-0.005900,0.478156,0.098598,0.021647,0.000320,-0.008717,-0.005746,-0.000284,0
3449862,0.877468,-0.037272,-0.005911,0.478149,0.141869,-0.120240,0.050957,-0.007925,-0.003954,0.002139,0
3466528,0.877472,-0.037254,-0.005921,0.478142,0.076284,0.032967,-0.010794,-0.009701,-0.002686,0.002949,0
3483194,0.877477,-0.037239,-0.005931,0.478134,0.110118,-0.022218,0.089409,-0.008525,-0.001468,0.005166,0
3499860,0.877481,-0.037226,-0.005941,0.478127,0.019310,0.030127,0.040984,-0.010792,-0.001788,0.005782,0
3516526,0.877487,-0.037214,-0.005950,0.478118,-0.039179,-0.135744,0.042000,-0.005849,-0.001874,0.007529,0
3533192,0.877492,-0.037203,-0.005959,0.478109,0.050752,0.047265,-0.065263,-0.007504,-0.001319,0.009572,0
3549858,0.877497,-0.037193,-0.005968,0.478100,0.061983,-0.049167,0.005249,-0.006769,-0.000526,0.010085,0
3566524,0.877503,-0.037182,-0.005977,0.478090,-0.031218,0.097285,0.004938,-0.008825,-0.002726,0.008788,0
3583190,0.877509,-0.037171,-0.005986,0.478080,0.079517,0.043248,-0.006457,-0.006957,-0.001189,0.009042,0
3599856,0.877516,-0.037158,-0.005995,0.478069,0.084937,0.181206,0.017904,-0.009884,-0.000014,0.005634,0
3616522,0.877522,-0.037144,-0.006004,0.478057,-0.095791,0.038783,0.007362,-0.010287,-0.002649,0.003106,0
3633188,0.877530,-0.037127,-0.006015,0.478045,-0.071315,0.076328,-0.060177,-0.011416,-0.002819,0.001200,0
